Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.1,14.4,17.5,16,402
PICKUP TRUCK - STANDARD,3.7,6,A6,X,14.0,10.3,12.3,23,283
PICKUP TRUCK - STANDARD,3.7,6,A6,E,18.8,13.7,16.5,17,264
PICKUP TRUCK - STANDARD,3.7,6,AS6,X,14.0,10.3,12.3,23,283
PICKUP TRUCK - STANDARD,3.7,6,AS6,E,18.8,13.7,16.5,17,264
PICKUP TRUCK - STANDARD,5.0,8,A6,X,16.4,12.3,14.6,19,336
PICKUP TRUCK - STANDARD,5.0,8,A6,E,22.1,16.7,19.7,14,315
PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.4,12.3,14.6,19,336
PICKUP TRUCK - STANDARD,5.0,8,AS6,E,22.1,16.7,19.7,14,315
PICKUP TRUCK - STANDARD,3.7,6,A6,X,15.0,11.4,13.4,21,308
PICKUP TRUCK - STANDARD,3.7,6,A6,E,20.2,15.3,18.0,16,288
PICKUP TRUCK - STANDARD,3.7,6,AS6,X,15.0,11.4,13.4,21,308
PICKUP TRUCK - STANDARD,3.7,6,AS6,E,20.2,15.3,18.0,16,288
PICKUP TRUCK - STANDARD,5.0,8,A6,X,16.8,12.6,14.9,19,343
PICKUP TRUCK - STANDARD,5.0,8,A6,E,22.4,17.0,20.0,14,320
PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.7,12.5,14.8,19,340
PICKUP TRUCK - STANDARD,5.0,8,AS6,E,22.4,16.9,19.9,14,318
PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.4,15.0,18.0,16,414
SUBCOMPACT,1.6,4,AS6,X,8.5,6.5,7.6,37,175
SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6,37,175
SUBCOMPACT,1.0,4,M5,X,7.5,5.5,6.6,43,152
SUBCOMPACT,1.6,4,AS6,X,8.0,5.8,7.0,40,161
COMPACT,1.6,4,M6,X,8.9,6.8,8.0,35,184
SUV - STANDARD,3.5,6,AS6,X,13.2,9.4,11.5,25,264
SUV - STANDARD,3.5,6,AS6,X,13.7,10.2,12.1,23,278
SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
COMPACT,2.0,4,M6,X,10.2,7.4,8.9,32,205
COMPACT,2.0,4,A6,X,8.8,6.4,7.7,37,177
COMPACT,2.0,4,A6,E,11.7,8.5,10.3,27,165
COMPACT,2.0,4,AS6,X,8.9,6.4,7.8,36,179
COMPACT,2.0,4,AS6,E,11.7,8.5,10.3,27,165
COMPACT,2.0,4,M5,X,9.1,6.6,8.0,35,184
COMPACT,2.0,4,M5,E,11.9,8.9,10.6,27,170
COMPACT,2.0,4,A6,X,8.4,5.8,7.2,39,166
COMPACT,2.0,4,A6,E,11.6,8.3,10.1,28,162
MID-SIZE,1.5,4,AS6,X,10.1,6.6,8.5,33,196
MID-SIZE,1.6,4,M6,X,9.4,6.4,8.1,35,186
MID-SIZE,2.0,4,AS6,X,10.5,7.1,9.0,31,207
MID-SIZE,2.5,4,AS6,X,10.5,7.0,8.9,32,205
MID-SIZE,1.5,4,AS6,X,9.5,6.3,8.1,35,186
MID-SIZE,2.0,4,AS6,X,10.9,7.5,9.4,30,216
MID-SIZE,2.0,4,AV,X,5.3,5.7,5.5,51,126
SUBCOMPACT,3.7,6,A6,X,12.1,7.8,10.2,28,235
SUBCOMPACT,3.7,6,M6,X,12.7,8.1,10.6,27,244
SUBCOMPACT,5.0,8,A6,X,13.3,9.3,11.5,25,264
SUBCOMPACT,5.0,8,M6,X,15.4,9.4,12.7,22,292
SUBCOMPACT,5.8,8,M6,Z,15.9,9.9,13.2,21,304
SUBCOMPACT,3.7,6,A6,X,12.5,8.2,10.6,27,244
FULL-SIZE,2.0,4,AS6,X,10.5,7.3,9.1,31,209
FULL-SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
FULL-SIZE,3.5,6,AS6,X,12.1,8.1,10.3,27,237
FULL-SIZE,3.5,6,AS6,E,17.0,11.1,14.3,20,229
FULL-SIZE,3.5,6,AS6,X,13.0,9.1,11.2,25,258
FULL-SIZE,3.5,6,AS6,E,18.4,12.5,15.7,18,251
SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8.0,9.5,30,218
SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,9.9,29,228
SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,11.5,8.3,10.1,28,232
SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.5,10.4,27,239
SUV - STANDARD,3.6,6,A6,X,14.3,9.9,12.3,23,283
SUV - STANDARD,3.6,6,A6,X,14.9,10.4,12.9,22,297
VAN - CARGO,4.3,6,A4,X,17.1,12.7,15.1,19,347
VAN - CARGO,5.3,8,A4,X,18.0,13.4,15.9,18,366
VAN - CARGO,5.3,8,A4,E,23.5,17.7,20.9,14,334
VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13,344
VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5,17,380
VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13,344
VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
VAN - CARGO,5.3,8,A4,E,25.3,19.3,22.6,12,362
VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17,380
VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13,344
VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.5,17,380
VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,22.6,12,362
VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18.0,16,414
VAN - PASSENGER,6.0,8,A6,X,21.9,15.0,18.8,15,432
VAN - PASSENGER,6.0,8,A6,E,30.0,20.4,25.7,11,411
VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16,419
VAN - PASSENGER,6.0,8,A6,X,22.1,15.0,18.9,15,435
VAN - PASSENGER,6.0,8,A6,E,30.2,20.5,25.8,11,413
PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.8,24,271
PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17,269
PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20,324
PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22,290
PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.0,15.1,17.8,16,285
PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13.0,22,299
PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,17.3,16,277
PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,14.3,20,329
SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
SUV - SMALL,3.6,6,A6,X,13.9,9.6,12.0,24,276
SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17,259
SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230
SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22,290
SUV - SMALL,3.6,6,A6,E,19.8,13.6,17.0,17,272
SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
SUV - STANDARD,6.2,8,A6,Z,17.0,11.8,14.7,19,338
SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14,322
SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17,377
SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.1,13,354
SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
MID-SIZE,2.4,4,AV,X,9.0,6.6,7.9,36,182
MID-SIZE,2.4,4,AV7,X,9.1,6.9,8.1,35,186
MID-SIZE,2.4,4,M6,X,10.1,6.9,8.7,32,200
MID-SIZE,3.5,6,A6,X,11.0,6.8,9.1,31,209
MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29,221
MID-SIZE,3.5,6,M6,X,13.0,8.4,10.9,26,251
MID-SIZE,2.0,4,AV,X,4.7,4.9,4.8,59,110
COMPACT,1.8,4,AV,X,7.9,6.0,7.0,40,161
COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166
COMPACT,1.8,4,M5,X,8.5,6.6,7.6,37,175
SUV - SMALL,3.5,6,A6,X,12.5,8.5,10.7,26,246
SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209
SUV - SMALL,2.4,4,A5,X,10.6,7.9,9.4,30,216
TWO-SEATER,1.5,4,AV7,X,6.6,6.0,6.3,45,145
TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5,38,172
STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.9,7.7,37,177
MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,244
SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5,25,265
SUV - SMALL,3.5,6,A5,X,13.9,9.7,12.0,24,276
PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,13.4,21,308
COMPACT,1.6,4,A6,X,8.8,6.3,7.7,37,177
COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
MID-SIZE,2.0,4,A6,X,9.8,7.2,8.6,33,198
MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196
FULL-SIZE,5.0,8,A8,Z,15.7,10.2,13.2,21,304
FULL-SIZE,3.8,6,A8,X,13.0,8.7,11.1,25,255
SUV - SMALL,3.3,6,A6,X,13.0,9.1,11.2,25,258
SUV - SMALL,3.3,6,A6,X,13.3,9.5,11.6,24,267
SUV - SMALL,2.4,4,A6,X,11.6,8.7,10.3,27,237
SUV - SMALL,2.0,4,A6,X,12.9,9.7,11.5,25,264
SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1,25,255
FULL-SIZE,2.0,4,A6,X,11.4,7.5,9.6,29,221
FULL-SIZE,2.4,4,A6,X,9.8,7.0,8.5,33,196
MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145
SUV - SMALL,2.0,4,A6,X,10.2,8.2,9.3,30,214
SUV - SMALL,2.0,4,M6,X,11.4,8.6,10.1,28,232
SUV - SMALL,2.4,4,A6,X,11.3,8.3,10.0,28,230
SUV - SMALL,2.0,4,A6,X,11.4,9.3,10.5,27,242
SUV - SMALL,2.4,4,A6,X,11.6,9.3,10.6,27,244
COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177
COMPACT,1.6,4,M6,X,9.1,6.7,8.0,35,184
COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202
COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196
MID-SIZE,3.7,6,AS7,Z,12.0,8.0,10.2,28,235
MID-SIZE,3.7,6,AS7,Z,12.6,8.7,10.8,26,248
COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172
COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269
SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283
SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25,255
SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6,24,267
MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11.0,26,253
MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.3,23,283
MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267
MID-SIZE,5.6,8,AS7,Z,15.0,10.2,12.8,22,294
MID-SIZE,3.5,6,AS7,Z,8.0,7.0,7.6,37,175
STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,9.6,11.8,24,271
SUV - SMALL,3.5,6,AV,Z,11.9,9.0,10.6,27,244
SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11.0,26,253
SUV - STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33,196
SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,294
SUV - SMALL,5.0,8,AS7,Z,16.6,11.9,14.5,19,334
SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,15.0,19,345
TWO-SEATER,3.0,6,AS8,Z,11.8,8.4,10.3,27,237
TWO-SEATER,3.0,6,AS8,Z,12.2,8.7,10.6,27,244
TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,294
MID-SIZE,2.0,4,AS8,Z,12.3,8.2,10.5,27,242
MID-SIZE,3.0,6,AS8,Z,14.7,9.1,12.2,23,281
MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306
MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16,290
MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306
FULL-SIZE,3.0,6,AS8,Z,14.6,9.6,12.4,23,285
FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280
FULL-SIZE,3.0,6,AS8,Z,14.7,9.6,12.4,23,285
FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280
FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,306
MINICOMPACT,5.0,8,AS6,Z,15.1,10.6,13.1,22,301
MINICOMPACT,5.0,8,AS6,Z,14.8,9.9,12.6,22,290
MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21,315
MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310
MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21,315
MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310
SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
SUV - SMALL,3.2,6,A9,X,12.3,8.3,10.5,27,242
SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230
SUV - SMALL,3.2,6,A9,X,12.5,8.8,10.8,26,248
SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
SUV - SMALL,3.2,6,A9,X,12.5,9.1,11.0,26,253
SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251
SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267
SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29,228
SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225
SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31,209
SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
SUV - STANDARD,5.7,8,A8,X,17.3,11.7,14.8,19,340
SUV - STANDARD,3.0,6,A8,D,11.2,8.4,9.9,29,267
SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
SUV - STANDARD,3.6,6,A8,E,17.7,13.0,15.6,18,250
SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363
SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29,228
SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225
SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31,209
SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294
SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22,294
SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,308
SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.4,21,308
FULL-SIZE,3.3,6,A6,X,12.7,8.8,10.9,26,251
MID-SIZE,1.8,4,A6,X,9.6,6.6,8.3,34,191
MID-SIZE,1.8,4,M6,X,9.3,6.4,8.0,35,184
MID-SIZE,2.0,4,A6,X,9.8,6.6,8.4,34,193
MID-SIZE,2.0,4,M6,X,9.7,6.8,8.4,34,193
FULL-SIZE,1.6,4,A6,X,11.1,8.0,9.7,29,223
FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225
FULL-SIZE,2.0,4,A6,X,9.7,6.8,8.4,34,193
FULL-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33,196
COMPACT,1.6,4,A6,X,10.6,7.9,9.4,30,216
COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221
COMPACT,2.0,4,A6,X,9.6,7.0,8.4,34,193
COMPACT,2.0,4,M6,X,9.8,7.2,8.6,33,198
MID-SIZE,2.0,4,A6,X,11.7,7.6,9.9,29,228
MID-SIZE,2.4,4,A6,X,10.2,6.8,8.7,32,200
MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
MID-SIZE,2.4,4,AS6,X,6.7,6.0,6.4,44,147
COMPACT,1.6,4,A6,X,8.7,6.3,7.6,37,175
COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37,175
STATION WAGON - MID-SIZE,2.0,4,A6,X,10.5,7.5,9.2,31,212
STATION WAGON - MID-SIZE,2.0,4,M6,X,10.8,7.4,9.3,30,214
MINIVAN,3.5,6,A6,X,13.7,9.9,12.0,24,276
SUV - SMALL,2.4,4,A6,X,11.8,8.5,10.3,27,237
SUV - SMALL,3.3,6,A6,X,12.9,9.5,11.4,25,262
SUV - SMALL,2.4,4,A6,X,12.3,9.3,11.0,26,253
SUV - SMALL,3.3,6,A6,X,13.4,9.9,11.8,24,271
STATION WAGON - SMALL,1.6,4,A6,X,9.8,7.9,8.9,32,205
STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9.0,31,207
STATION WAGON - SMALL,2.0,4,A6,X,10.1,7.8,9.1,31,209
STATION WAGON - SMALL,2.0,4,A6,X,9.7,7.8,8.8,32,202
SUV - SMALL,2.4,4,A6,X,11.4,8.3,10.0,28,230
SUV - SMALL,2.4,4,M6,X,12.9,9.3,11.3,25,260
SUV - SMALL,2.0,4,A6,X,12.7,9.7,11.4,25,262
SUV - SMALL,2.4,4,A6,X,12.0,9.1,10.7,26,246
TWO-SEATER,6.5,12,A7,Z,22.8,12.9,18.3,15,421
TWO-SEATER,5.2,10,A6,Z,18.0,12.8,15.7,18,361
TWO-SEATER,5.2,10,M6,Z,20.6,13.5,17.4,16,400
SUV - SMALL,2.0,4,AS6,Z,13.5,9.9,11.9,24,274
SUV - STANDARD,3.0,6,AS8,Z,16.3,12.4,14.5,19,334
SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.8,29,225
SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.8,29,225
SUV - STANDARD,5.0,8,AS8,Z,18.0,12.2,15.4,18,354
SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,347
SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13,342
SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,285
SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,285
SUV - STANDARD,3.0,6,AS8,E,19.4,14.9,17.4,16,278
SUV - STANDARD,5.0,8,AS8,Z,17.3,12.2,15.0,19,345
SUV - STANDARD,5.0,8,AS8,Z,16.6,12.3,14.7,19,338
SUV - STANDARD,5.0,8,AS8,E,24.0,16.6,20.7,14,331
SUV - STANDARD,3.0,6,AS8,Z,14.1,10.1,12.3,23,283
SUV - STANDARD,3.0,6,AS8,Z,14.1,10.1,12.3,23,283
SUV - STANDARD,3.0,6,AS8,E,19.4,14.8,17.3,16,277
SUV - STANDARD,5.0,8,AS8,Z,18.0,12.2,15.4,18,354
SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,347
SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13,342
COMPACT,1.8,4,AV,X,5.5,5.8,5.6,50,129
MID-SIZE,2.5,4,AV6,X,5.8,6.2,6.0,47,138
MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221
MID-SIZE,3.5,6,AS8,Z,12.1,8.3,10.4,27,239
MID-SIZE,3.5,6,AS6,Z,12.5,9.1,11.0,26,253
MID-SIZE,3.5,6,AV8,Z,7.7,7.4,7.6,37,175
SUV - STANDARD,4.6,8,AS6,Z,15.7,11.8,13.9,20,320
COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
COMPACT,3.5,6,AS8,Z,12.2,8.7,10.6,27,244
COMPACT,3.5,6,AS6,Z,12.5,9.1,11.0,26,253
SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
SUBCOMPACT,5.0,8,AS8,Z,14.6,10.1,12.6,22,290
MID-SIZE,4.6,8,AS8,Z,14.5,9.6,12.3,23,283
MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
MID-SIZE,5.0,8,AV8,Z,12.0,10.7,11.4,25,262
SUV - STANDARD,5.7,8,AS6,Z,18.8,13.6,16.5,17,380
SUV - SMALL,3.5,6,AS6,X,13.3,9.8,11.7,24,269
SUV - SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25,255
SUV - SMALL,3.5,6,AV6,Z,7.9,8.6,8.2,34,189
FULL-SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
FULL-SIZE,3.7,6,AS6,X,13.1,9.0,11.3,25,260
SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
SPECIAL PURPOSE VEHICLE,2.0,4,AS6,X,11.5,8.5,10.2,28,235
SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.0,9.9,12.2,23,281
SUV - SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
MID-SIZE,2.0,4,AS6,X,10.5,7.1,9.0,31,207
MID-SIZE,3.7,6,AS6,X,13.1,9.3,11.4,25,262
MID-SIZE,2.0,4,AV,X,6.2,6.4,6.3,45,145
SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16.0,18,368
SUV - STANDARD,5.4,8,A6,E,24.5,18.0,21.6,13,346
MID-SIZE,3.0,6,AS8,Z,15.2,9.6,12.7,22,292
MID-SIZE,3.0,6,AS8,Z,15.2,9.6,12.7,22,292
SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,347
SUBCOMPACT,4.7,8,AS6,Z,18.2,11.7,15.3,18,352
FULL-SIZE,3.8,8,AS8,Z,17.6,10.7,14.5,19,334
FULL-SIZE,3.0,6,AS8,Z,15.9,9.7,13.1,22,301
SUV - SMALL,2.0,4,AS6,X,8.9,7.3,8.2,34,189
SUV - SMALL,2.0,4,M6,X,9.0,6.8,8.0,35,184
SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198
SUV - SMALL,2.0,4,AS6,X,9.3,7.6,8.5,33,196
SUV - SMALL,2.5,4,AS6,X,9.8,7.9,8.9,32,205
SUV - SMALL,3.7,6,AS6,X,14.2,10.0,12.3,23,283
SUV - SMALL,3.7,6,AS6,X,14.3,10.6,12.6,22,290
COMPACT,1.5,4,A4,X,8.4,6.9,7.7,37,177
COMPACT,1.5,4,M5,X,8.0,6.7,7.4,38,170
COMPACT,2.0,4,AS6,X,7.9,5.7,6.9,41,159
COMPACT,2.0,4,M6,X,8.0,5.8,7.0,40,161
COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170
COMPACT,2.5,4,AS6,X,8.3,6.1,7.3,39,168
COMPACT,2.0,4,M6,X,8.0,5.8,7.0,40,161
MID-SIZE,2.0,4,AS6,X,8.0,5.9,7.1,40,163
MID-SIZE,2.0,4,M6,X,8.2,5.9,7.2,39,166
MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
MID-SIZE,2.5,4,AS6,X,8.2,6.1,7.3,39,168
MID-SIZE,2.0,4,M6,X,8.2,5.9,7.2,39,166
MINIVAN,2.5,4,AS5,X,10.8,8.4,9.7,29,223
MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,225
MID-SIZE,2.5,4,AS6,X,8.8,6.2,7.6,37,175
MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,186
MID-SIZE,2.5,4,AS6,X,8.4,5.9,7.3,39,168
TWO-SEATER,2.0,4,AS6,Z,11.5,8.5,10.2,28,235
TWO-SEATER,2.0,4,M5,Z,10.5,8.5,9.6,29,221
TWO-SEATER,2.0,4,M6,Z,11.1,8.4,9.9,29,228
STATION WAGON - SMALL,2.0,4,AS7,Z,9.2,6.6,8.0,35,184
COMPACT,1.8,4,AS7,Z,10.9,7.5,9.4,30,216
SUBCOMPACT,1.8,4,AS7,Z,11.0,7.4,9.4,30,216
COMPACT,3.5,6,AS7,Z,12.2,8.5,10.5,27,242
COMPACT,3.5,6,AS7,E,16.4,11.1,14.0,20,224
COMPACT,3.5,6,AS7,Z,12.0,8.6,10.5,27,242
COMPACT,3.5,6,AS7,Z,11.9,8.6,10.4,27,239
SUBCOMPACT,3.5,6,AS7,Z,12.1,8.7,10.6,27,244
SUBCOMPACT,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
COMPACT,6.2,8,AS7,Z,17.7,11.9,15.1,19,347
SUBCOMPACT,6.2,8,AS7,Z,17.9,12.2,15.3,18,352
COMPACT,4.7,8,AS7,Z,15.4,10.4,13.2,21,304
COMPACT,5.5,8,AS7,Z,15.4,11.0,13.4,21,308
COMPACT,2.0,4,AS7,Z,9.1,6.2,7.8,36,179
COMPACT,2.0,4,AS7,Z,10.3,7.8,9.2,31,212
COMPACT,4.7,8,AS7,Z,13.3,9.4,11.5,25,264
COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
MID-SIZE,2.1,4,AS7,D,8.5,5.7,7.2,39,194
MID-SIZE,3.5,6,AS7,Z,11.8,8.2,10.2,28,235
MID-SIZE,3.5,6,AS7,Z,11.6,8.1,10.0,28,230
